Trip_ID,Zone Start,Route,Zone End,Direction,Tag_off_hour,Tag_on_hour,Tag_on_minute,Tag_off_minute
56213,1.0,555,6.0,Outbound,14.0,11,3,8
56214,8.0,571,6.0,Outbound,18.0,15,7,9
56215,5.0,552,6.0,Outbound,9.0,5,5,8
56216,1.0,554,5.0,Outbound,17.0,14,12,6
56217,1.0,579,8.0,Inbound,8.0,15,11,4
56218,4.0,560,6.0,Inbound,8.0,5,3,5
56219,1.0,555,6.0,Outbound,15.0,12,3,8
56220,6.0,550,7.0,Outbound,6.0,6,6,7
56221,1.0,555,6.0,Inbound,8.0,12,9,4
56222,5.0,572,2.0,Outbound,16.0,12,8,3
56223,5.0,550,6.0,Inbound,13.0,23,8,9
56224,8.0,567,8.0,Outbound,9.0,6,10,7
56225,9.0,571,6.0,Outbound,17.0,13,5,12
56226,1.0,581,5.0,Outbound,16.0,13,2,5
56227,6.0,550,6.0,Inbound,6.0,6,8,6
56228,1.0,560,12.0,Outbound,19.0,15,1,5
56229,5.0,550,2.0,Inbound,14.0,11,3,9
56230,1.0,555,3.0,Outbound,11.0,8,3,5
56231,6.0,572,6.0,Outbound,11.0,7,8,5
56232,4.0,560,6.0,Outbound,14.0,11,5,10
56233,1.0,555,4.0,Outbound,15.0,12,10,12
56234,1.0,555,3.0,Outbound,12.0,9,9,10
56235,2.0,558,6.0,Inbound,14.0,11,1,10
56236,7.0,563,7.0,Inbound,14.0,11,12,8
56237,1.0,569,4.0,Outbound,17.0,13,3,6
56238,5.0,551,6.0,Outbound,17.0,14,1,2
56239,5.0,555,5.0,Outbound,15.0,12,9,11
56240,5.0,552,6.0,Outbound,9.0,6,1,4
56241,3.0,555,5.0,Outbound,21.0,17,8,8
56242,3.0,555,5.0,Outbound,16.0,13,2,1
56243,1.0,581,4.0,Inbound,8.0,17,8,11
56244,1.0,555,6.0,Inbound,17.0,14,2,8
56245,1.0,581,3.0,Outbound,15.0,12,12,1
56246,5.0,572,5.0,Outbound,11.0,8,7,7
56247,1.0,552,6.0,Inbound,15.0,12,3,8
56248,1.0,573,5.0,Outbound,17.0,14,4,6
56249,6.0,560,6.0,Outbound,6.0,6,7,9
56250,8.0,553,6.0,Outbound,21.0,17,5,8
56251,1.0,555,5.0,Outbound,16.0,7,10,12
56252,5.0,560,6.0,Outbound,10.0,6,8,10
56253,4.0,552,5.0,Outbound,18.0,15,6,6
56254,4.0,554,5.0,Inbound,15.0,12,10,1
56255,4.0,579,5.0,Inbound,7.0,6,11,10
56256,2.0,555,3.0,Inbound,11.0,8,3,3
56257,6.0,560,6.0,Inbound,9.0,5,11,6
56258,5.0,550,6.0,Outbound,9.0,6,7,10
56259,1.0,579,5.0,Outbound,17.0,14,7,9
56260,4.0,554,4.0,Inbound,8.0,16,2,6
56261,1.0,552,9.0,Inbound,8.0,5,12,2
56262,5.0,552,6.0,Outbound,10.0,6,2,2
56263,5.0,552,16.0,Inbound,9.0,6,11,2
56264,1.0,555,4.0,Inbound,8.0,5,4,6
56265,1.0,566,6.0,Outbound,18.0,15,9,2
56266,5.0,552,11.0,Outbound,12.0,8,2,4
56267,5.0,550,6.0,Outbound,16.0,13,5,8
56268,3.0,555,5.0,Outbound,18.0,15,8,8
56269,1.0,577,4.0,Inbound,8.0,20,7,8
56270,5.0,550,6.0,Outbound,8.0,23,10,11
56271,4.0,550,6.0,Inbound,7.0,6,12,12
56272,6.0,560,6.0,Inbound,11.0,7,11,2
56273,4.0,550,6.0,Inbound,9.0,5,7,10
56274,3.0,555,5.0,Outbound,16.0,13,9,8
56275,4.0,555,6.0,Outbound,15.0,12,7,9
56276,6.0,560,6.0,Outbound,12.0,9,11,8
56277,5.0,550,17.0,Inbound,17.0,14,2,12
56278,1.0,552,6.0,Inbound,8.0,16,11,6
56279,1.0,555,6.0,Outbound,15.0,12,3,8
56280,1.0,573,5.0,Inbound,7.0,7,6,11
56281,1.0,579,3.0,Outbound,18.0,15,8,8
56282,2.0,555,6.0,Outbound,13.0,10,3,7
56283,5.0,552,6.0,Inbound,11.0,8,11,10
56284,4.0,577,5.0,Inbound,7.0,17,12,12
56285,5.0,555,5.0,Outbound,17.0,14,6,11
56286,6.0,553,6.0,Outbound,12.0,8,12,12
56287,5.0,552,6.0,Outbound,9.0,6,1,2
56288,12.0,562,6.0,Outbound,10.0,7,12,1
56289,1.0,562,14.0,Inbound,9.0,6,9,12
56290,1.0,555,8.0,Inbound,13.0,10,3,6
56291,1.0,570,6.0,Inbound,5.0,15,1,8
56292,12.0,567,10.0,Inbound,7.0,7,4,4
56293,5.0,574,18.0,Outbound,9.0,18,10,3
56294,9.0,567,12.0,Inbound,12.0,9,10,11
56295,6.0,561,13.0,Inbound,8.0,11,1,5
56296,5.0,572,5.0,Inbound,16.0,13,8,3
56297,1.0,573,5.0,Outbound,21.0,18,6,9
56298,7.0,562,7.0,Outbound,10.0,7,4,11
56299,6.0,560,6.0,Inbound,8.0,6,4,8
56300,5.0,550,6.0,Outbound,15.0,12,3,5
56301,5.0,572,5.0,Inbound,11.0,7,8,4
56302,1.0,555,5.0,Inbound,6.0,6,8,11
56303,7.0,562,7.0,Outbound,14.0,10,11,10
56304,5.0,573,5.0,Inbound,7.0,7,6,9
56305,1.0,566,6.0,Inbound,7.0,6,9,2
56306,6.0,560,6.0,Outbound,11.0,8,10,2
56307,6.0,550,6.0,Outbound,8.0,5,1,5
56308,3.0,571,11.0,Inbound,5.0,23,3,3
56309,4.0,554,5.0,Inbound,15.0,12,5,4
56310,6.0,562,13.0,Outbound,16.0,13,9,10
56311,5.0,577,5.0,Inbound,19.0,15,8,5
56312,3.0,578,5.0,Outbound,16.0,13,2,1
56313,1.0,555,5.0,Inbound,17.0,14,2,7
56314,1.0,555,6.0,Outbound,16.0,14,11,6
56315,0.0,570,6.0,Inbound,14.0,12,4,4
56316,1.0,555,6.0,Inbound,16.0,13,6,4
56317,6.0,576,5.0,Outbound,12.0,9,1,3
56318,6.0,571,6.0,Outbound,16.0,13,5,8
56319,6.0,560,6.0,Outbound,16.0,13,5,10
56320,6.0,560,5.0,Outbound,9.0,6,7,2
56321,1.0,566,6.0,Inbound,8.0,19,11,4
56322,6.0,560,6.0,Outbound,11.0,7,11,8
56323,5.0,572,6.0,Inbound,20.0,16,5,7
56324,1.0,555,5.0,Outbound,16.0,13,3,9
56325,5.0,572,5.0,Inbound,15.0,11,8,6
56326,1.0,555,5.0,Inbound,13.0,10,3,5
56327,1.0,550,6.0,Outbound,8.0,21,3,9
56328,5.0,566,7.0,Inbound,8.0,15,9,12
56329,1.0,555,5.0,Inbound,16.0,13,5,9
56330,1.0,555,6.0,Outbound,16.0,8,9,3
56331,5.0,553,6.0,Outbound,12.0,8,11,12
56332,1.0,566,8.0,Outbound,17.0,13,5,5
56333,5.0,552,5.0,Inbound,14.0,11,4,6
56334,1.0,555,3.0,Outbound,10.0,7,6,7
56335,1.0,573,3.0,Outbound,17.0,13,9,10
56336,1.0,575,6.0,Inbound,6.0,6,2,7
56337,5.0,554,5.0,Outbound,17.0,14,4,12
56338,1.0,571,8.0,Outbound,18.0,15,8,10
56339,4.0,555,3.0,Inbound,19.0,16,6,2
56340,1.0,555,5.0,Outbound,17.0,14,2,5
56341,5.0,575,3.0,Inbound,6.0,6,5,2
56342,1.0,555,3.0,Inbound,15.0,11,4,6
56343,1.0,560,6.0,Inbound,11.0,8,12,4
56344,5.0,554,5.0,Inbound,14.0,10,2,9
56345,1.0,573,3.0,Outbound,17.0,14,6,12
56346,1.0,554,5.0,Inbound,10.0,7,10,12
56347,2.0,555,3.0,Inbound,12.0,9,2,2
56348,1.0,555,4.0,Inbound,15.0,12,5,6
56349,1.0,555,5.0,Inbound,17.0,13,9,12
56350,7.0,563,7.0,Outbound,8.0,18,12,5
56351,1.0,555,3.0,Outbound,13.0,9,9,9
56352,6.0,562,7.0,Inbound,17.0,14,11,1
56353,2.0,573,5.0,Outbound,17.0,13,4,11
56354,1.0,579,4.0,Outbound,17.0,14,12,2
56355,1.0,571,6.0,Outbound,17.0,14,1,12
56356,1.0,555,6.0,Inbound,11.0,8,3,9
56357,2.0,555,3.0,Inbound,9.0,6,2,2
56358,5.0,552,5.0,Outbound,7.0,6,10,5
56359,5.0,572,5.0,Outbound,11.0,9,1,1
56360,4.0,579,5.0,Inbound,7.0,7,3,4
56361,6.0,560,6.0,Inbound,15.0,12,1,2
56362,5.0,552,6.0,Inbound,8.0,6,8,10
56363,2.0,555,3.0,Inbound,7.0,6,12,7
56364,1.0,555,4.0,Inbound,10.0,7,7,7
56365,1.0,578,5.0,Outbound,12.0,9,11,2
56366,2.0,555,6.0,Outbound,14.0,11,3,6
56367,2.0,555,3.0,Outbound,17.0,13,9,9
56368,2.0,566,6.0,Inbound,8.0,10,6,11
56369,1.0,576,5.0,Outbound,11.0,7,5,7
56370,1.0,579,5.0,Inbound,7.0,7,2,6
56371,7.0,563,8.0,Outbound,7.0,13,2,3
56372,7.0,563,7.0,Outbound,17.0,14,5,9
56373,3.0,560,6.0,Outbound,15.0,12,12,1
56374,6.0,560,6.0,Inbound,7.0,7,8,2
56375,6.0,550,6.0,Inbound,14.0,11,9,11
56376,6.0,562,9.0,Outbound,17.0,21,2,8
56377,1.0,573,4.0,Inbound,7.0,7,2,3
56378,5.0,573,6.0,Inbound,7.0,7,2,3
56379,1.0,555,6.0,Inbound,12.0,8,9,3
56380,5.0,550,6.0,Outbound,7.0,7,7,10
56381,5.0,550,6.0,Inbound,18.0,14,4,5
56382,6.0,560,6.0,Inbound,8.0,19,4,9
56383,5.0,554,5.0,Outbound,17.0,13,3,9
56384,1.0,560,6.0,Inbound,10.0,7,4,12
56385,1.0,555,4.0,Outbound,16.0,0,1,5
56386,2.0,554,5.0,Outbound,12.0,8,11,12
56387,8.0,567,15.0,Inbound,6.0,6,5,8
56388,1.0,579,5.0,Inbound,7.0,7,3,5
56389,6.0,553,6.0,Inbound,12.0,9,8,6
56390,1.0,581,6.0,Inbound,15.0,11,12,11
56391,1.0,576,5.0,Outbound,16.0,12,3,8
56392,7.0,563,15.0,Outbound,8.0,18,1,6
56393,6.0,563,7.0,Inbound,11.0,8,3,9
56394,6.0,550,16.0,Outbound,6.0,5,12,6
56395,1.0,569,6.0,Outbound,17.0,14,9,10
56396,5.0,553,7.0,Inbound,12.0,8,6,8
56397,2.0,555,5.0,Outbound,13.0,10,3,5
56398,6.0,560,6.0,Inbound,13.0,10,8,2
56399,4.0,569,6.0,Inbound,8.0,16,9,12
56400,4.0,554,5.0,Inbound,12.0,9,3,4
56401,6.0,560,6.0,Outbound,15.0,12,6,3
56402,6.0,563,7.0,Inbound,10.0,7,11,11
56403,1.0,555,5.0,Outbound,7.0,7,4,8
56404,6.0,560,6.0,Outbound,10.0,6,5,3
56405,6.0,550,6.0,Outbound,7.0,7,6,3
56406,1.0,579,5.0,Inbound,7.0,6,11,2
56407,12.0,551,8.0,Outbound,18.0,14,1,2
56408,1.0,570,6.0,Inbound,8.0,5,3,7
56409,5.0,555,5.0,Outbound,15.0,11,9,12
56410,6.0,560,6.0,Outbound,11.0,7,7,1
56411,6.0,563,10.0,Outbound,8.0,16,11,3
56412,4.0,553,7.0,Outbound,17.0,13,1,7
56413,1.0,555,6.0,Inbound,13.0,10,3,8
56414,5.0,572,6.0,Outbound,16.0,13,10,1
56415,1.0,575,4.0,Inbound,8.0,18,7,9
56416,1.0,569,4.0,Outbound,18.0,8,8,9
56417,5.0,572,7.0,Inbound,16.0,13,4,6
56418,5.0,555,6.0,Outbound,14.0,10,6,5
56419,3.0,555,5.0,Outbound,8.0,5,8,8
56420,2.0,576,4.0,Inbound,13.0,10,5,6
56421,3.0,555,6.0,Inbound,10.0,7,5,7
56422,6.0,560,6.0,Inbound,10.0,7,11,7
56423,9.0,569,6.0,Inbound,23.0,20,10,6
56424,5.0,550,6.0,Inbound,9.0,6,8,9
56425,5.0,553,6.0,Outbound,13.0,10,11,12
56426,1.0,555,4.0,Inbound,12.0,8,8,10
56427,6.0,571,6.0,Inbound,15.0,12,12,10
56428,1.0,555,2.0,Outbound,15.0,12,8,7
56429,1.0,581,4.0,Inbound,9.0,6,2,3
56430,1.0,569,6.0,Inbound,8.0,13,11,6
56431,5.0,554,4.0,Outbound,15.0,12,6,3
56432,1.0,573,6.0,Outbound,17.0,14,7,9
56433,6.0,567,12.0,Inbound,12.0,9,10,11
56434,2.0,555,4.0,Outbound,15.0,11,10,10
56435,5.0,552,6.0,Outbound,16.0,13,10,11
56436,1.0,555,5.0,Inbound,9.0,6,12,3
56437,5.0,552,6.0,Outbound,11.0,8,11,2
56438,5.0,552,5.0,Inbound,0.0,21,5,7
56439,7.0,563,8.0,Outbound,10.0,7,6,8
56440,12.0,563,6.0,Outbound,13.0,10,10,6
56441,1.0,573,5.0,Inbound,6.0,6,3,5
56442,8.0,567,8.0,Inbound,0.0,20,6,11
56443,6.0,562,7.0,Outbound,13.0,8,5,7
56444,5.0,575,5.0,Inbound,8.0,1,5,12
56445,1.0,555,6.0,Outbound,19.0,16,12,5
56446,5.0,553,6.0,Outbound,10.0,6,8,9
56447,4.0,555,6.0,Outbound,22.0,19,5,8
56448,1.0,562,7.0,Outbound,6.0,17,3,8
56449,1.0,572,5.0,Outbound,15.0,12,12,4
56450,2.0,566,6.0,Inbound,7.0,7,1,7
56451,4.0,555,5.0,Inbound,7.0,7,9,9
56452,2.0,555,2.0,Outbound,21.0,17,8,5
56453,1.0,569,6.0,Inbound,19.0,13,2,6
56454,1.0,555,3.0,Outbound,17.0,13,11,12
56455,1.0,555,4.0,Outbound,15.0,12,1,5
56456,0.0,552,6.0,Outbound,15.0,11,11,11
56457,6.0,553,5.0,Outbound,11.0,7,12,12
56458,1.0,573,5.0,Outbound,22.0,18,5,12
56459,3.0,555,5.0,Outbound,8.0,16,9,9
56460,2.0,555,6.0,Outbound,14.0,12,9,1
56461,4.0,555,6.0,Outbound,15.0,12,10,3
56462,1.0,555,4.0,Outbound,12.0,9,5,7
56463,1.0,555,6.0,Inbound,9.0,6,5,12
56464,9.0,572,6.0,Outbound,19.0,16,9,2
56465,3.0,554,5.0,Outbound,12.0,8,11,12
56466,1.0,566,6.0,Outbound,17.0,14,3,8
56467,4.0,554,4.0,Inbound,12.0,9,11,3
56468,2.0,571,6.0,Inbound,7.0,6,8,12
56469,5.0,550,6.0,Outbound,8.0,1,5,6
56470,1.0,555,6.0,Outbound,17.0,14,2,3
56471,4.0,551,5.0,Inbound,10.0,17,12,11
56472,8.0,563,7.0,Inbound,10.0,7,9,10
56473,1.0,573,5.0,Outbound,17.0,13,9,12
56474,4.0,555,5.0,Inbound,11.0,8,3,4
56475,1.0,552,6.0,Inbound,16.0,13,11,6
56476,1.0,581,5.0,Outbound,16.0,13,6,10
56477,2.0,555,4.0,Outbound,15.0,12,5,5
56478,4.0,573,6.0,Inbound,8.0,21,1,9
56479,4.0,555,4.0,Inbound,15.0,11,6,12
56480,1.0,555,5.0,Outbound,17.0,14,6,9
56481,5.0,573,5.0,Inbound,7.0,7,10,2
56482,1.0,555,6.0,Inbound,12.0,8,10,12
56483,5.0,552,4.0,Outbound,22.0,19,1,5
56484,1.0,581,6.0,Outbound,15.0,12,4,9
56485,4.0,579,5.0,Inbound,7.0,6,12,1
56486,1.0,555,6.0,Outbound,12.0,9,7,10
56487,1.0,572,6.0,Outbound,11.0,8,9,2
56488,6.0,560,6.0,Outbound,13.0,10,1,6
56489,3.0,555,5.0,Outbound,15.0,12,12,11
56490,8.0,575,17.0,Outbound,17.0,13,7,2
56491,6.0,553,6.0,Outbound,5.0,5,5,5
56492,6.0,561,2.0,Outbound,18.0,14,1,11
56493,6.0,560,6.0,Inbound,19.0,16,4,7
56494,6.0,553,5.0,Outbound,17.0,14,11,9
56495,1.0,555,5.0,Outbound,15.0,11,8,11
56496,1.0,569,3.0,Outbound,17.0,13,12,1
56497,1.0,573,4.0,Inbound,8.0,0,9,11
56498,6.0,550,6.0,Outbound,7.0,14,2,6
56499,5.0,558,6.0,Inbound,21.0,17,12,1
56500,12.0,575,5.0,Inbound,8.0,18,9,4
56501,3.0,569,4.0,Inbound,1.0,8,1,1
56502,3.0,561,5.0,Outbound,17.0,14,2,1
56503,1.0,555,3.0,Inbound,12.0,8,10,11
56504,2.0,555,6.0,Outbound,15.0,12,5,8
56505,4.0,555,5.0,Inbound,11.0,8,3,4
56506,1.0,581,7.0,Inbound,8.0,21,4,12
56507,5.0,554,5.0,Outbound,15.0,12,10,6
56508,1.0,577,5.0,Inbound,9.0,6,10,12
56509,5.0,553,6.0,Outbound,7.0,7,9,9
56510,1.0,578,6.0,Outbound,22.0,19,1,9
56511,3.0,555,6.0,Inbound,10.0,6,12,3
56512,6.0,560,6.0,Inbound,15.0,11,10,5
56513,5.0,554,5.0,Outbound,16.0,12,9,7
56514,12.0,578,5.0,Inbound,10.0,7,7,2
56515,1.0,555,6.0,Inbound,12.0,9,7,3
56516,1.0,571,14.0,Outbound,18.0,15,11,4
56517,3.0,555,6.0,Inbound,10.0,7,12,1
56518,1.0,581,4.0,Inbound,9.0,12,5,8
56519,4.0,561,5.0,Inbound,7.0,6,12,8
56520,1.0,551,5.0,Inbound,8.0,9,9,3
56521,4.0,552,6.0,Outbound,15.0,12,3,1
56522,5.0,558,4.0,Outbound,17.0,21,9,8
56523,1.0,571,6.0,Outbound,17.0,14,3,10
56524,1.0,555,2.0,Inbound,13.0,10,3,5
56525,5.0,550,6.0,Outbound,5.0,17,9,9
56526,3.0,555,3.0,Outbound,18.0,14,3,10
56527,6.0,571,6.0,Inbound,7.0,6,11,5
56528,4.0,573,15.0,Inbound,8.0,13,9,6
56529,6.0,560,6.0,Inbound,6.0,6,8,7
56530,6.0,560,6.0,Outbound,15.0,12,10,7
56531,2.0,576,5.0,Outbound,13.0,9,8,10
56532,1.0,566,3.0,Inbound,7.0,6,12,1
56533,6.0,550,6.0,Outbound,7.0,7,7,1
56534,6.0,550,6.0,Inbound,9.0,5,2,7
56535,6.0,563,7.0,Outbound,12.0,9,7,8
56536,1.0,555,3.0,Inbound,14.0,11,3,5
56537,1.0,555,5.0,Inbound,12.0,8,12,2
56538,5.0,552,6.0,Inbound,13.0,10,5,4
56539,1.0,555,1.0,Inbound,10.0,7,3,3
56540,4.0,555,6.0,Outbound,16.0,12,1,7
56541,7.0,563,13.0,Outbound,10.0,6,9,9
56542,2.0,555,5.0,Inbound,12.0,8,1,5
56543,1.0,569,6.0,Outbound,18.0,15,6,10
56544,6.0,550,8.0,Outbound,17.0,14,10,12
56545,1.0,555,5.0,Outbound,19.0,16,8,11
56546,1.0,575,5.0,Outbound,17.0,13,12,6
56547,2.0,555,6.0,Inbound,10.0,7,12,3
56548,1.0,581,6.0,Outbound,18.0,15,2,3
56549,5.0,552,5.0,Inbound,16.0,16,5,2
56550,2.0,555,6.0,Outbound,15.0,12,8,11
56551,2.0,556,6.0,Inbound,19.0,16,12,12
56552,3.0,576,7.0,Inbound,7.0,7,4,12
56553,3.0,555,6.0,Inbound,18.0,15,3,6
56554,3.0,579,5.0,Outbound,16.0,12,1,4
56555,5.0,550,6.0,Outbound,17.0,14,11,12
56556,7.0,563,6.0,Inbound,14.0,11,12,5
56557,4.0,560,6.0,Outbound,15.0,11,3,7
56558,1.0,551,6.0,Outbound,18.0,15,6,3
56559,6.0,565,7.0,Outbound,15.0,11,11,3
56560,2.0,572,6.0,Inbound,17.0,14,4,7
56561,2.0,555,5.0,Outbound,13.0,10,3,5
56562,1.0,555,6.0,Inbound,10.0,15,10,2
56563,4.0,581,5.0,Inbound,7.0,7,3,4
56564,6.0,550,6.0,Outbound,12.0,12,4,8
56565,0.0,552,6.0,Outbound,9.0,6,5,7
56566,1.0,555,5.0,Outbound,16.0,13,3,8
56567,3.0,561,5.0,Inbound,7.0,6,12,12
56568,6.0,563,8.0,Outbound,14.0,11,7,9
56569,1.0,566,8.0,Outbound,17.0,13,2,8
56570,2.0,577,13.0,Outbound,17.0,14,5,2
56571,2.0,555,3.0,Inbound,11.0,8,3,3
56572,1.0,555,5.0,Outbound,12.0,9,6,9
56573,1.0,581,6.0,Outbound,16.0,13,12,5
56574,1.0,552,5.0,Outbound,15.0,12,3,6
56575,1.0,579,5.0,Outbound,18.0,15,10,9
56576,9.0,574,9.0,Outbound,12.0,9,7,9
56577,3.0,550,6.0,Outbound,10.0,6,11,11
56578,1.0,555,13.0,Inbound,12.0,9,7,2
56579,5.0,554,9.0,Inbound,14.0,11,12,3
56580,2.0,579,5.0,Outbound,17.0,14,7,9
56581,1.0,574,9.0,Inbound,15.0,12,5,6
56582,6.0,562,17.0,Outbound,8.0,13,5,5
56583,0.0,569,4.0,Inbound,8.0,12,6,9
56584,1.0,573,4.0,Inbound,7.0,6,12,2
56585,1.0,555,6.0,Inbound,14.0,11,3,7
56586,1.0,555,4.0,Inbound,13.0,10,3,4
56587,1.0,555,6.0,Inbound,10.0,7,8,2
56588,9.0,567,9.0,Inbound,13.0,9,6,7
56589,2.0,555,3.0,Outbound,7.0,7,8,9
56590,1.0,577,5.0,Outbound,15.0,12,2,4
56591,5.0,553,7.0,Outbound,8.0,10,1,3
56592,5.0,552,6.0,Outbound,16.0,13,6,9
56593,1.0,555,5.0,Outbound,20.0,16,11,2
56594,2.0,555,1.0,Inbound,13.0,9,9,9
56595,4.0,551,5.0,Inbound,7.0,7,1,3
56596,1.0,569,3.0,Outbound,18.0,15,9,9
56597,5.0,550,6.0,Inbound,13.0,9,12,12
56598,1.0,551,6.0,Outbound,17.0,18,6,10
56599,5.0,550,6.0,Inbound,9.0,5,3,2
56600,4.0,553,5.0,Outbound,15.0,23,7,9
56601,5.0,550,6.0,Outbound,9.0,6,11,1
56602,1.0,555,5.0,Inbound,7.0,7,9,12
56603,1.0,555,1.0,Inbound,6.0,6,7,7
56604,2.0,555,4.0,Inbound,13.0,10,3,3
56605,3.0,578,5.0,Outbound,15.0,11,6,5
56606,1.0,567,8.0,Outbound,6.0,5,11,4
56607,1.0,573,5.0,Outbound,18.0,15,1,8
56608,2.0,555,6.0,Outbound,17.0,14,2,5
56609,3.0,555,6.0,Outbound,11.0,8,3,5
56610,3.0,556,6.0,Outbound,8.0,7,12,3
56611,1.0,555,5.0,Outbound,18.0,15,10,12
56612,5.0,552,6.0,Outbound,6.0,18,10,1
56613,8.0,565,7.0,Inbound,10.0,6,6,1
56614,1.0,555,5.0,Inbound,12.0,9,5,9
56615,1.0,555,6.0,Outbound,17.0,14,2,8
56616,1.0,575,5.0,Inbound,1.0,11,6,10
56617,1.0,573,5.0,Outbound,16.0,13,1,6
56618,1.0,566,6.0,Inbound,7.0,7,2,5
56619,2.0,555,5.0,Outbound,20.0,17,7,9
56620,5.0,572,6.0,Outbound,16.0,12,3,4
56621,5.0,552,5.0,Outbound,11.0,13,12,3
56622,1.0,573,5.0,Inbound,6.0,6,2,4
56623,6.0,574,2.0,Inbound,10.0,6,7,10
56624,5.0,560,6.0,Inbound,9.0,6,11,1
56625,1.0,581,5.0,Outbound,17.0,14,7,10
56626,6.0,560,6.0,Inbound,12.0,8,12,12
56627,9.0,570,15.0,Outbound,20.0,16,2,3
56628,6.0,570,7.0,Inbound,15.0,11,11,11
56629,4.0,563,8.0,Outbound,16.0,13,8,8
56630,5.0,552,5.0,Outbound,8.0,1,8,5
56631,3.0,555,6.0,Outbound,16.0,13,11,10
56632,3.0,581,15.0,Inbound,8.0,1,5,4
56633,1.0,555,6.0,Inbound,6.0,6,5,11
56634,5.0,552,5.0,Outbound,21.0,17,12,1
56635,4.0,555,6.0,Inbound,7.0,7,1,5
56636,1.0,573,5.0,Outbound,17.0,14,12,6
56637,4.0,555,5.0,Inbound,13.0,9,9,9
56638,4.0,571,6.0,Inbound,7.0,7,4,4
56639,1.0,560,6.0,Outbound,19.0,16,3,7
56640,5.0,555,6.0,Inbound,12.0,15,8,8
56641,1.0,560,6.0,Inbound,13.0,9,5,12
56642,1.0,575,5.0,Inbound,7.0,7,1,8
56643,5.0,552,6.0,Inbound,10.0,6,10,10
56644,5.0,550,6.0,Inbound,9.0,6,9,9
56645,1.0,575,6.0,Inbound,7.0,7,8,6
56646,1.0,575,5.0,Outbound,17.0,14,4,5
56647,1.0,579,18.0,Inbound,7.0,7,3,2
56648,2.0,569,4.0,Outbound,15.0,11,4,4
56649,8.0,567,1.0,Outbound,12.0,9,10,9
56650,6.0,574,6.0,Outbound,15.0,12,10,10
56651,4.0,556,14.0,Inbound,19.0,16,2,2
56652,6.0,553,5.0,Inbound,13.0,9,3,12
56653,5.0,550,6.0,Outbound,8.0,12,4,5
56654,6.0,552,6.0,Outbound,17.0,14,9,11
56655,5.0,554,6.0,Outbound,12.0,8,2,2
56656,1.0,566,12.0,Inbound,8.0,8,1,3
56657,1.0,578,6.0,Outbound,13.0,10,9,4
56658,6.0,562,7.0,Inbound,9.0,5,9,8
56659,4.0,556,6.0,Outbound,17.0,14,6,9
56660,1.0,555,5.0,Outbound,22.0,19,10,1
56661,1.0,572,5.0,Outbound,13.0,10,2,5
56662,6.0,550,6.0,Inbound,15.0,12,5,4
56663,5.0,554,5.0,Outbound,8.0,19,3,7
56664,1.0,569,6.0,Outbound,17.0,14,7,2
56665,1.0,555,5.0,Outbound,15.0,12,3,6
56666,4.0,579,5.0,Inbound,8.0,5,2,3
56667,5.0,552,6.0,Outbound,11.0,7,5,7
56668,5.0,573,5.0,Inbound,7.0,7,6,12
56669,1.0,550,5.0,Inbound,7.0,7,4,3
56670,1.0,575,5.0,Inbound,7.0,7,7,9
56671,1.0,573,5.0,Outbound,17.0,13,1,8
56672,1.0,577,5.0,Outbound,17.0,8,6,10
56673,2.0,570,6.0,Inbound,16.0,13,1,11
56674,1.0,555,5.0,Inbound,7.0,7,8,12
56675,1.0,561,5.0,Inbound,8.0,5,10,12
56676,1.0,555,4.0,Outbound,11.0,7,2,4
56677,1.0,555,5.0,Inbound,15.0,12,11,1
56678,6.0,557,1.0,Inbound,17.0,13,1,2
56679,6.0,570,6.0,Inbound,21.0,17,11,2
56680,3.0,563,7.0,Outbound,15.0,12,11,3
56681,1.0,555,5.0,Inbound,9.0,6,8,10
56682,1.0,554,4.0,Outbound,13.0,10,10,3
56683,1.0,555,6.0,Inbound,22.0,19,6,12
56684,6.0,572,6.0,Outbound,21.0,18,3,9
56685,1.0,555,5.0,Inbound,8.0,10,2,5
56686,6.0,560,6.0,Outbound,13.0,10,6,7
56687,2.0,555,6.0,Outbound,21.0,17,1,7
56688,8.0,567,8.0,Inbound,23.0,20,4,1
56689,1.0,573,9.0,Outbound,17.0,14,7,8
56690,5.0,572,6.0,Outbound,8.0,5,12,12
56691,2.0,562,6.0,Outbound,5.0,8,12,4
56692,1.0,560,6.0,Inbound,10.0,6,1,8
56693,6.0,560,6.0,Outbound,7.0,1,12,7
56694,1.0,561,2.0,Outbound,17.0,14,1,2
56695,4.0,555,7.0,Inbound,6.0,11,6,8
56696,1.0,555,5.0,Inbound,9.0,6,11,2
56697,4.0,552,5.0,Outbound,17.0,13,7,9
56698,1.0,555,3.0,Inbound,6.0,6,3,5
56699,1.0,555,6.0,Outbound,16.0,13,6,12
56700,5.0,553,7.0,Inbound,16.0,13,12,1
56701,1.0,551,6.0,Outbound,18.0,15,6,9
56702,1.0,551,5.0,Inbound,8.0,11,1,7
56703,2.0,555,6.0,Inbound,11.0,8,3,4
56704,3.0,557,3.0,Outbound,22.0,15,4,4
56705,2.0,553,7.0,Inbound,12.0,9,7,12
56706,1.0,555,6.0,Outbound,17.0,14,7,12
56707,6.0,572,5.0,Outbound,16.0,12,6,12
56708,7.0,563,8.0,Inbound,0.0,21,3,6
56709,1.0,555,5.0,Outbound,15.0,12,4,7
